"Time","Temperature -TS00 Monitor: Temperature -TS00 Monitor (K)","Temperature -TS01 Monitor: Temperature -TS01 Monitor (K)","Temperature -TS02 Monitor: Temperature -TS02 Monitor (K)","Temperature -TS03 Monitor: Temperature -TS03 Monitor (K)","Temperature -TS04 Monitor: Temperature -TS04 Monitor (K)","Temperature -TS05 Monitor: Temperature -TS05 Monitor (K)"
1.5799999999999964E-5,874.2861916914646,890.9671398517867,890.7730910666935,888.6907790962174,900.9360616314607,873.1500000009248
1.684999999999999E-5,873.6615662784568,892.6907006372585,894.9339068888926,888.6109462355578,904.4226191829573,873.1500000010462
1.7900000000000015E-5,874.1370969250826,894.304538968448,899.4166119492002,888.8519004253825,907.9751612358166,873.1500000011409
1.895000000000004E-5,874.9386609324383,895.994751479856,904.0678302239191,889.663395691707,912.4293786127893,873.1500000011931
2.0000000000000066E-5,875.7869572877879,897.7362510392285,908.5412820135014,891.1008684144382,917.3575780469423,873.1500000012805
2.105000000000009E-5,876.4518137148577,899.6202010830093,910.2517419270372,893.0816625280248,919.210554199309,873.1500000013511
2.2100000000000117E-5,876.6374591129452,901.5918807238077,912.3913656805735,895.3465643203625,921.7860786739795,873.1500000014047
2.3150000000000143E-5,876.4547039089789,903.0445391159697,914.3032059466796,897.5527286232461,924.4627476814846,873.1500000014429
2.4200000000000168E-5,876.3073178480788,903.860912982084,915.9619219757113,899.2895542423313,926.907559980315,873.1500000015343
2.5250000000000194E-5,876.3174932193476,903.9852621527991,917.2705228063436,900.7148145254735,929.6069300602719,873.1500000015753
2.630000000000022E-5,876.4505202523675,903.6444156740948,917.9178962432468,902.2423340522331,933.3019337536017,873.1500000016382
2.7350000000000245E-5,876.5542651126989,903.2884302576846,918.5992571653495,903.9440972169268,936.6571444252482,873.1500000017679
2.840000000000027E-5,876.6250721311251,903.1964265034753,919.3662691618396,905.7945718287514,939.2807928138864,873.1500000018189
2.9450000000000296E-5,876.6091103965657,903.4270136441197,920.2260143607864,907.7668922642771,941.2587905558521,873.1500000018862
